controlID	controlName	mitigates	techniqueID	techniqueName
CM-6	Configuration Settings	mitigates	T1574.008	Path Interception by Search Order Hijacking
CM-6	Configuration Settings	mitigates	T1574.009	Path Interception by Unquoted Path
CM-6	Configuration Settings	mitigates	T1574.010	Services File Permissions Weakness
CM-6	Configuration Settings	mitigates	T1598	Phishing for Information
CM-6	Configuration Settings	mitigates	T1598.002	Spearphishing Attachment
CM-6	Configuration Settings	mitigates	T1599.001	Network Address Translation Traversal
CM-6	Configuration Settings	mitigates	T1601	Modify System Image
CM-6	Configuration Settings	mitigates	T1601.001	Patch System Image
CM-6	Configuration Settings	mitigates	T1601.002	Downgrade System Image
CM-6	Configuration Settings	mitigates	T1602	Data from Configuration Repository
CM-6	Configuration Settings	mitigates	T1602.001	SNMP (MIB Dump)
CM-6	Configuration Settings	mitigates	T1612	Build Image on Host
CM-6	Configuration Settings	mitigates	T1613	Container and Resource Discovery
CM-7	Least Functionality	mitigates	T1559.003	XPC Services
CM-7	Least Functionality	mitigates	T1648	Serverless Execution
CM-7	Least Functionality	mitigates	T1557.003	DHCP Spoofing
CM-7	Least Functionality	mitigates	T1622	Debugger Evasion
CM-7	Least Functionality	mitigates	T1647	Plist File Modification
CM-7	Least Functionality	mitigates	T1552.007	Container API
CM-7	Least Functionality	mitigates	T1556	Modify Authentication Process
CM-7	Least Functionality	mitigates	T1553.005	Mark-of-the-Web Bypass
CM-7	Least Functionality	mitigates	T1562	Impair Defenses
CM-7	Least Functionality	mitigates	T1574	Hijack Execution Flow
CM-7	Least Functionality	mitigates	T1609	Container Administration Command
CM-7	Least Functionality	mitigates	T1610	Deploy Container
CM-7	Least Functionality	mitigates	T1068	Exploitation for Privilege Escalation
CM-7	Least Functionality	mitigates	T1087.001	Local Account
CM-7	Least Functionality	mitigates	T1087.002	Domain Account
CM-7	Least Functionality	mitigates	T1133	External Remote Services
CM-7	Least Functionality	mitigates	T1482	Domain Trust Discovery
CM-7	Least Functionality	mitigates	T1059	Command and Scripting Interpreter
CM-7	Least Functionality	mitigates	T1537	Transfer Data to Cloud Account
CM-7	Least Functionality	mitigates	T1574.007	Path Interception by PATH Environment Variable
CM-7	Least Functionality	mitigates	T1003.001	LSASS Memory
CM-7	Least Functionality	mitigates	T1003.002	Security Account Manager
CM-7	Least Functionality	mitigates	T1046	Network Service Scanning
CM-7	Least Functionality	mitigates	T1199	Trusted Relationship
CM-7	Least Functionality	mitigates	T1218	Signed Binary Proxy Execution
CM-7	Least Functionality	mitigates	T1530	Data from Cloud Storage Object
CM-7	Least Functionality	mitigates	T1548.001	Setuid and Setgid
CM-7	Least Functionality	mitigates	T1555.004	Windows Credential Manager
CM-7	Least Functionality	mitigates	T1557	Adversary-in-the-Middle
CM-7	Least Functionality	mitigates	T1557.001	LLMNR/NBT-NS Poisoning and SMB Relay
CM-7	Least Functionality	mitigates	T1599	Network Boundary Bridging
CM-7	Least Functionality	mitigates	T1611	Escape to Host
CM-7	Least Functionality	mitigates	T1011	Exfiltration Over Other Network Medium
CM-7	Least Functionality	mitigates	T1011.001	Exfiltration Over Bluetooth
CM-7	Least Functionality	mitigates	T1021.001	Remote Desktop Protocol
CM-7	Least Functionality	mitigates	T1047	Windows Management Instrumentation
CM-7	Least Functionality	mitigates	T1053	Scheduled Task/Job
CM-7	Least Functionality	mitigates	T1053.002	At (Windows)
CM-7	Least Functionality	mitigates	T1053.005	Scheduled Task
CM-7	Least Functionality	mitigates	T1059.001	PowerShell
CM-7	Least Functionality	mitigates	T1059.002	AppleScript
CM-7	Least Functionality	mitigates	T1059.005	Visual Basic
CM-7	Least Functionality	mitigates	T1059.008	Network Device CLI
CM-7	Least Functionality	mitigates	T1095	Non-Application Layer Protocol
CM-7	Least Functionality	mitigates	T1098	Account Manipulation
CM-7	Least Functionality	mitigates	T1098.001	Additional Cloud Credentials
CM-7	Least Functionality	mitigates	T1098.004	SSH Authorized Keys
CM-7	Least Functionality	mitigates	T1105	Ingress Tool Transfer
CM-7	Least Functionality	mitigates	T1106	Native API
CM-7	Least Functionality	mitigates	T1129	Shared Modules
CM-7	Least Functionality	mitigates	T1176	Browser Extensions
CM-7	Least Functionality	mitigates	T1190	Exploit Public-Facing Application
CM-7	Least Functionality	mitigates	T1195	Supply Chain Compromise
CM-7	Least Functionality	mitigates	T1195.001	Compromise Software Dependencies and Development Tools
CM-7	Least Functionality	mitigates	T1195.002	Compromise Software Supply Chain
CM-7	Least Functionality	mitigates	T1197	BITS Jobs
CM-7	Least Functionality	mitigates	T1204	User Execution
CM-7	Least Functionality	mitigates	T1204.002	Malicious File
CM-7	Least Functionality	mitigates	T1205	Traffic Signaling
CM-7	Least Functionality	mitigates	T1205.001	Port Knocking
CM-7	Least Functionality	mitigates	T1210	Exploitation of Remote Services
CM-7	Least Functionality	mitigates	T1216	Signed Script Proxy Execution
CM-7	Least Functionality	mitigates	T1216.001	PubPrn
CM-7	Least Functionality	mitigates	T1218.003	CMSTP
CM-7	Least Functionality	mitigates	T1218.004	InstallUtil
CM-7	Least Functionality	mitigates	T1218.007	Msiexec
CM-7	Least Functionality	mitigates	T1218.008	Odbcconf
CM-7	Least Functionality	mitigates	T1218.009	Regsvcs/Regasm
CM-7	Least Functionality	mitigates	T1218.012	Verclsid
CM-7	Least Functionality	mitigates	T1218.013	Mavinject
CM-7	Least Functionality	mitigates	T1218.014	MMC
CM-7	Least Functionality	mitigates	T1219	Remote Access Software
CM-7	Least Functionality	mitigates	T1221	Template Injection
CM-7	Least Functionality	mitigates	T1490	Inhibit System Recovery
CM-7	Least Functionality	mitigates	T1498.001	Direct Network Flood
CM-7	Least Functionality	mitigates	T1498.002	Reflection Amplification
CM-7	Least Functionality	mitigates	T1499	Endpoint Denial of Service
CM-7	Least Functionality	mitigates	T1499.001	OS Exhaustion Flood
CM-7	Least Functionality	mitigates	T1499.002	Service Exhaustion Flood
CM-7	Least Functionality	mitigates	T1499.003	Application Exhaustion Flood
CM-7	Least Functionality	mitigates	T1499.004	Application or System Exploitation
CM-7	Least Functionality	mitigates	T1525	Implant Internal Image
CM-7	Least Functionality	mitigates	T1543	Create or Modify System Process
CM-7	Least Functionality	mitigates	T1543.003	Windows Service
CM-7	Least Functionality	mitigates	T1546.002	Screensaver
CM-7	Least Functionality	mitigates	T1546.006	LC_LOAD_DYLIB Addition
CM-7	Least Functionality	mitigates	T1547.004	Winlogon Helper DLL
CM-7	Least Functionality	mitigates	T1547.006	Kernel Modules and Extensions
CM-7	Least Functionality	mitigates	T1547.007	Re-opened Applications
CM-7	Least Functionality	mitigates	T1548.003	Sudo and Sudo Caching
CM-7	Least Functionality	mitigates	T1552.003	Bash History
CM-7	Least Functionality	mitigates	T1552.005	Cloud Instance Metadata API
CM-7	Least Functionality	mitigates	T1553.001	Gatekeeper Bypass
CM-7	Least Functionality	mitigates	T1559	Inter-Process Communication
CM-7	Least Functionality	mitigates	T1559.002	Dynamic Data Exchange
CM-7	Least Functionality	mitigates	T1562.001	Disable or Modify Tools
CM-7	Least Functionality	mitigates	T1562.003	Impair Command History Logging
CM-7	Least Functionality	mitigates	T1562.006	Indicator Blocking
CM-7	Least Functionality	mitigates	T1564.002	Hidden Users
CM-7	Least Functionality	mitigates	T1565	Data Manipulation
CM-7	Least Functionality	mitigates	T1565.003	Runtime Data Manipulation
CM-7	Least Functionality	mitigates	T1570	Lateral Tool Transfer
CM-7	Least Functionality	mitigates	T1602.002	Network Device Configuration Dump
CM-7	Least Functionality	mitigates	T1003	OS Credential Dumping
CM-7	Least Functionality	mitigates	T1003.005	Cached Domain Credentials
CM-7	Least Functionality	mitigates	T1008	Fallback Channels
CM-7	Least Functionality	mitigates	T1021.002	SMB/Windows Admin Shares
CM-7	Least Functionality	mitigates	T1021.003	Distributed Component Object Model
CM-7	Least Functionality	mitigates	T1021.005	VNC
CM-7	Least Functionality	mitigates	T1021.006	Windows Remote Management
CM-7	Least Functionality	mitigates	T1036	Masquerading
CM-7	Least Functionality	mitigates	T1036.005	Match Legitimate Name or Location
CM-7	Least Functionality	mitigates	T1036.007	Double File Extension
CM-7	Least Functionality	mitigates	T1037	Boot or Logon Initialization Scripts
CM-7	Least Functionality	mitigates	T1037.001	Logon Script (Windows)
CM-7	Least Functionality	mitigates	T1048	Exfiltration Over Alternative Protocol
CM-7	Least Functionality	mitigates	T1048.001	Exfiltration Over Symmetric Encrypted Non-C2 Protocol
CM-7	Least Functionality	mitigates	T1048.002	Exfiltration Over Asymmetric Encrypted Non-C2 Protocol
CM-7	Least Functionality	mitigates	T1048.003	Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol
CM-7	Least Functionality	mitigates	T1052	Exfiltration Over Physical Medium
CM-7	Least Functionality	mitigates	T1052.001	Exfiltration over USB
CM-7	Least Functionality	mitigates	T1059.003	Windows Command Shell
CM-7	Least Functionality	mitigates	T1059.004	Unix Shell
CM-7	Least Functionality	mitigates	T1059.006	Python
CM-7	Least Functionality	mitigates	T1059.007	JavaScript
CM-7	Least Functionality	mitigates	T1071	Application Layer Protocol
CM-7	Least Functionality	mitigates	T1071.001	Web Protocols
CM-7	Least Functionality	mitigates	T1071.002	File Transfer Protocols
CM-7	Least Functionality	mitigates	T1071.003	Mail Protocols
CM-7	Least Functionality	mitigates	T1071.004	DNS
CM-7	Least Functionality	mitigates	T1072	Software Deployment Tools
CM-7	Least Functionality	mitigates	T1080	Taint Shared Content
CM-7	Least Functionality	mitigates	T1087	Account Discovery
CM-7	Least Functionality	mitigates	T1090	Proxy
CM-7	Least Functionality	mitigates	T1090.001	Internal Proxy
CM-7	Least Functionality	mitigates	T1090.002	External Proxy
CM-7	Least Functionality	mitigates	T1090.003	Multi-hop Proxy
CM-7	Least Functionality	mitigates	T1092	Communication Through Removable Media
CM-7	Least Functionality	mitigates	T1102	Web Service
CM-7	Least Functionality	mitigates	T1102.001	Dead Drop Resolver
CM-7	Least Functionality	mitigates	T1102.002	Bidirectional Communication
CM-7	Least Functionality	mitigates	T1102.003	One-Way Communication
CM-7	Least Functionality	mitigates	T1104	Multi-Stage Channels
CM-7	Least Functionality	mitigates	T1112	Modify Registry
CM-7	Least Functionality	mitigates	T1127	Trusted Developer Utilities Proxy Execution
CM-7	Least Functionality	mitigates	T1135	Network Share Discovery
CM-7	Least Functionality	mitigates	T1136	Create Account
CM-7	Least Functionality	mitigates	T1136.002	Domain Account
CM-7	Least Functionality	mitigates	T1136.003	Cloud Account
CM-7	Least Functionality	mitigates	T1187	Forced Authentication
CM-7	Least Functionality	mitigates	T1204.001	Malicious Link
CM-7	Least Functionality	mitigates	T1204.003	Malicious Image
CM-7	Least Functionality	mitigates	T1213	Data from Information Repositories
CM-7	Least Functionality	mitigates	T1213.001	Confluence
CM-7	Least Functionality	mitigates	T1213.002	Sharepoint
CM-7	Least Functionality	mitigates	T1218.001	Compiled HTML File
CM-7	Least Functionality	mitigates	T1218.002	Control Panel
CM-7	Least Functionality	mitigates	T1218.005	Mshta
CM-7	Least Functionality	mitigates	T1220	XSL Script Processing
CM-7	Least Functionality	mitigates	T1484	Domain Policy Modification
CM-7	Least Functionality	mitigates	T1489	Service Stop
CM-7	Least Functionality	mitigates	T1498	Network Denial of Service
CM-7	Least Functionality	mitigates	T1505.004	IIS Components
CM-7	Least Functionality	mitigates	T1542.004	ROMMONkit
CM-7	Least Functionality	mitigates	T1542.005	TFTP Boot
CM-7	Least Functionality	mitigates	T1543.004	Launch Daemon
CM-7	Least Functionality	mitigates	T1546.008	Accessibility Features
CM-7	Least Functionality	mitigates	T1546.009	AppCert DLLs
CM-7	Least Functionality	mitigates	T1548	Abuse Elevation Control Mechanism
CM-7	Least Functionality	mitigates	T1548.004	Elevated Execution with Prompt
CM-7	Least Functionality	mitigates	T1552	Unsecured Credentials
CM-7	Least Functionality	mitigates	T1553	Subvert Trust Controls
CM-7	Least Functionality	mitigates	T1553.003	SIP and Trust Provider Hijacking
CM-7	Least Functionality	mitigates	T1553.004	Install Root Certificate
CM-7	Least Functionality	mitigates	T1553.006	Code Signing Policy Modification
CM-7	Least Functionality	mitigates	T1556.002	Password Filter DLL
CM-7	Least Functionality	mitigates	T1557.002	ARP Cache Poisoning
CM-7	Least Functionality	mitigates	T1562.002	Disable Windows Event Logging
CM-7	Least Functionality	mitigates	T1562.004	Disable or Modify System Firewall
CM-7	Least Functionality	mitigates	T1562.009	Safe Mode Boot
CM-7	Least Functionality	mitigates	T1563	Remote Service Session Hijacking
CM-7	Least Functionality	mitigates	T1563.001	SSH Hijacking
CM-7	Least Functionality	mitigates	T1563.002	RDP Hijacking
CM-7	Least Functionality	mitigates	T1564.003	Hidden Window
CM-7	Least Functionality	mitigates	T1564.006	Run Virtual Instance
CM-7	Least Functionality	mitigates	T1564.008	Email Hiding Rules
CM-7	Least Functionality	mitigates	T1564.009	Resource Forking
CM-7	Least Functionality	mitigates	T1569	System Services
CM-7	Least Functionality	mitigates	T1569.002	Service Execution
CM-7	Least Functionality	mitigates	T1571	Non-Standard Port
CM-7	Least Functionality	mitigates	T1572	Protocol Tunneling
CM-7	Least Functionality	mitigates	T1573	Encrypted Channel
CM-7	Least Functionality	mitigates	T1573.001	Symmetric Cryptography
CM-7	Least Functionality	mitigates	T1573.002	Asymmetric Cryptography
CM-7	Least Functionality	mitigates	T1574.001	DLL Search Order Hijacking
CM-7	Least Functionality	mitigates	T1574.006	Dynamic Linker Hijacking
CM-7	Least Functionality	mitigates	T1574.008	Path Interception by Search Order Hijacking
CM-7	Least Functionality	mitigates	T1574.009	Path Interception by Unquoted Path
CM-7	Least Functionality	mitigates	T1574.012	COR_PROFILER
CM-7	Least Functionality	mitigates	T1599.001	Network Address Translation Traversal
CM-7	Least Functionality	mitigates	T1601	Modify System Image
CM-7	Least Functionality	mitigates	T1601.001	Patch System Image
CM-7	Least Functionality	mitigates	T1601.002	Downgrade System Image
CM-7	Least Functionality	mitigates	T1602	Data from Configuration Repository
CM-7	Least Functionality	mitigates	T1602.001	SNMP (MIB Dump)
CM-7	Least Functionality	mitigates	T1612	Build Image on Host
CM-7	Least Functionality	mitigates	T1613	Container and Resource Discovery
CM-8	Information System Component Inventory	mitigates	T1593.003	Code Repositories
CM-8	System Component Inventory	mitigates	T1557.003	DHCP Spoofing
CM-8	System Component Inventory	mitigates	T1622	Debugger Evasion
CM-8	Information System Component Inventory	mitigates	T1574	Hijack Execution Flow
CM-8	Information System Component Inventory	mitigates	T1068	Exploitation for Privilege Escalation
CM-8	Information System Component Inventory	mitigates	T1133	External Remote Services
CM-8	Information System Component Inventory	mitigates	T1195.003	Compromise Hardware Supply Chain
CM-8	Information System Component Inventory	mitigates	T1212	Exploitation for Credential Access
CM-8	Information System Component Inventory	mitigates	T1059	Command and Scripting Interpreter
CM-8	Information System Component Inventory	mitigates	T1203	Exploitation for Client Execution
CM-8	Information System Component Inventory	mitigates	T1211	Exploitation for Defense Evasion
CM-8	Information System Component Inventory	mitigates	T1574.007	Path Interception by PATH Environment Variable
CM-8	Information System Component Inventory	mitigates	T1046	Network Service Scanning
CM-8	Information System Component Inventory	mitigates	T1091	Replication Through Removable Media
CM-8	Information System Component Inventory	mitigates	T1119	Automated Collection
CM-8	Information System Component Inventory	mitigates	T1218	Signed Binary Proxy Execution
CM-8	Information System Component Inventory	mitigates	T1530	Data from Cloud Storage Object
CM-8	Information System Component Inventory	mitigates	T1557	Adversary-in-the-Middle
CM-8	Information System Component Inventory	mitigates	T1557.001	LLMNR/NBT-NS Poisoning and SMB Relay
CM-8	Information System Component Inventory	mitigates	T1011.001	Exfiltration Over Bluetooth
CM-8	Information System Component Inventory	mitigates	T1020.001	Traffic Duplication
CM-8	Information System Component Inventory	mitigates	T1021.001	Remote Desktop Protocol
CM-8	Information System Component Inventory	mitigates	T1053	Scheduled Task/Job
CM-8	Information System Component Inventory	mitigates	T1053.002	At (Windows)
CM-8	Information System Component Inventory	mitigates	T1053.005	Scheduled Task
CM-8	Information System Component Inventory	mitigates	T1059.001	PowerShell
CM-8	Information System Component Inventory	mitigates	T1059.005	Visual Basic
CM-8	Information System Component Inventory	mitigates	T1098.004	SSH Authorized Keys
CM-8	Information System Component Inventory	mitigates	T1189	Drive-by Compromise
CM-8	Information System Component Inventory	mitigates	T1190	Exploit Public-Facing Application
CM-8	Information System Component Inventory	mitigates	T1210	Exploitation of Remote Services
CM-8	Information System Component Inventory	mitigates	T1218.003	CMSTP
CM-8	Information System Component Inventory	mitigates	T1218.004	InstallUtil
CM-8	Information System Component Inventory	mitigates	T1218.008	Odbcconf
CM-8	Information System Component Inventory	mitigates	T1218.009	Regsvcs/Regasm
CM-8	Information System Component Inventory	mitigates	T1218.012	Verclsid
CM-8	Information System Component Inventory	mitigates	T1218.013	Mavinject
CM-8	Information System Component Inventory	mitigates	T1218.014	MMC
CM-8	Information System Component Inventory	mitigates	T1221	Template Injection
CM-8	Information System Component Inventory	mitigates	T1495	Firmware Corruption
CM-8	Information System Component Inventory	mitigates	T1505	Server Software Component
CM-8	Information System Component Inventory	mitigates	T1546.002	Screensaver
CM-8	Information System Component Inventory	mitigates	T1546.006	LC_LOAD_DYLIB Addition
CM-8	Information System Component Inventory	mitigates	T1547.007	Re-opened Applications
CM-8	Information System Component Inventory	mitigates	T1559	Inter-Process Communication
CM-8	Information System Component Inventory	mitigates	T1559.002	Dynamic Data Exchange
CM-8	Information System Component Inventory	mitigates	T1565	Data Manipulation
CM-8	Information System Component Inventory	mitigates	T1565.001	Stored Data Manipulation
CM-8	Information System Component Inventory	mitigates	T1565.002	Transmitted Data Manipulation
CM-8	Information System Component Inventory	mitigates	T1602.002	Network Device Configuration Dump
CM-8	Information System Component Inventory	mitigates	T1021.003	Distributed Component Object Model
CM-8	Information System Component Inventory	mitigates	T1021.004	SSH
CM-8	Information System Component Inventory	mitigates	T1021.005	VNC
CM-8	Information System Component Inventory	mitigates	T1021.006	Windows Remote Management
CM-8	Information System Component Inventory	mitigates	T1052	Exfiltration Over Physical Medium
CM-8	Information System Component Inventory	mitigates	T1052.001	Exfiltration over USB
CM-8	Information System Component Inventory	mitigates	T1059.007	JavaScript
CM-8	Information System Component Inventory	mitigates	T1072	Software Deployment Tools
CM-8	Information System Component Inventory	mitigates	T1092	Communication Through Removable Media
CM-8	Information System Component Inventory	mitigates	T1127	Trusted Developer Utilities Proxy Execution
CM-8	Information System Component Inventory	mitigates	T1127.001	MSBuild
CM-8	Information System Component Inventory	mitigates	T1137	Office Application Startup
CM-8	Information System Component Inventory	mitigates	T1137.001	Office Template Macros
CM-8	Information System Component Inventory	mitigates	T1213	Data from Information Repositories
CM-8	Information System Component Inventory	mitigates	T1213.001	Confluence
CM-8	Information System Component Inventory	mitigates	T1213.002	Sharepoint
CM-8	Information System Component Inventory	mitigates	T1218.005	Mshta
CM-8	Information System Component Inventory	mitigates	T1505.001	SQL Stored Procedures
CM-8	Information System Component Inventory	mitigates	T1505.002	Transport Agent
CM-8	Information System Component Inventory	mitigates	T1505.004	IIS Components
CM-8	Information System Component Inventory	mitigates	T1542	Pre-OS Boot
CM-8	Information System Component Inventory	mitigates	T1542.001	System Firmware
CM-8	Information System Component Inventory	mitigates	T1542.003	Bootkit
CM-8	Information System Component Inventory	mitigates	T1542.004	ROMMONkit
CM-8	Information System Component Inventory	mitigates	T1542.005	TFTP Boot
CM-8	Information System Component Inventory	mitigates	T1546.014	Emond
CM-8	Information System Component Inventory	mitigates	T1548	Abuse Elevation Control Mechanism
CM-8	Information System Component Inventory	mitigates	T1548.004	Elevated Execution with Prompt
CM-8	Information System Component Inventory	mitigates	T1553	Subvert Trust Controls
CM-8	Information System Component Inventory	mitigates	T1553.006	Code Signing Policy Modification
CM-8	Information System Component Inventory	mitigates	T1557.002	ARP Cache Poisoning
CM-8	Information System Component Inventory	mitigates	T1563	Remote Service Session Hijacking
CM-8	Information System Component Inventory	mitigates	T1563.001	SSH Hijacking
CM-8	Information System Component Inventory	mitigates	T1563.002	RDP Hijacking
CM-8	Information System Component Inventory	mitigates	T1564.006	Run Virtual Instance
CM-8	Information System Component Inventory	mitigates	T1564.007	VBA Stomping
CM-8	Information System Component Inventory	mitigates	T1574.004	Dylib Hijacking
CM-8	Information System Component Inventory	mitigates	T1574.008	Path Interception by Search Order Hijacking
CM-8	Information System Component Inventory	mitigates	T1574.009	Path Interception by Unquoted Path
CM-8	Information System Component Inventory	mitigates	T1601	Modify System Image
CM-8	Information System Component Inventory	mitigates	T1601.001	Patch System Image
CM-8	Information System Component Inventory	mitigates	T1601.002	Downgrade System Image
CM-8	Information System Component Inventory	mitigates	T1602	Data from Configuration Repository
CM-8	Information System Component Inventory	mitigates	T1602.001	SNMP (MIB Dump)
CP-10	Information System Recovery And Reconstitution	mitigates	T1486	Data Encrypted for Impact
CP-10	Information System Recovery And Reconstitution	mitigates	T1490	Inhibit System Recovery
CP-10	Information System Recovery And Reconstitution	mitigates	T1491	Defacement
CP-10	Information System Recovery And Reconstitution	mitigates	T1491.001	Internal Defacement
CP-10	Information System Recovery And Reconstitution	mitigates	T1491.002	External Defacement
CP-10	Information System Recovery And Reconstitution	mitigates	T1565	Data Manipulation
CP-10	Information System Recovery And Reconstitution	mitigates	T1565.001	Stored Data Manipulation
CP-10	Information System Recovery And Reconstitution	mitigates	T1485	Data Destruction
CP-10	Information System Recovery And Reconstitution	mitigates	T1561	Disk Wipe
CP-10	Information System Recovery And Reconstitution	mitigates	T1561.001	Disk Content Wipe
CP-10	Information System Recovery And Reconstitution	mitigates	T1561.002	Disk Structure Wipe
CP-2	Contingency Plan	mitigates	T1486	Data Encrypted for Impact
CP-2	Contingency Plan	mitigates	T1490	Inhibit System Recovery
CP-2	Contingency Plan	mitigates	T1491	Defacement
CP-2	Contingency Plan	mitigates	T1491.001	Internal Defacement
CP-2	Contingency Plan	mitigates	T1491.002	External Defacement
CP-2	Contingency Plan	mitigates	T1485	Data Destruction
CP-2	Contingency Plan	mitigates	T1561	Disk Wipe
CP-2	Contingency Plan	mitigates	T1561.001	Disk Content Wipe
CP-2	Contingency Plan	mitigates	T1561.002	Disk Structure Wipe
CP-6	Alternate Storage Site	mitigates	T1070.008	Clear Mailbox Data
CP-6	Alternate Storage Site	mitigates	T1070.001	Clear Windows Event Logs
CP-6	Alternate Storage Site	mitigates	T1119	Automated Collection
CP-6	Alternate Storage Site	mitigates	T1070	Indicator Removal on Host
CP-6	Alternate Storage Site	mitigates	T1486	Data Encrypted for Impact
CP-6	Alternate Storage Site	mitigates	T1565	Data Manipulation
CP-6	Alternate Storage Site	mitigates	T1565.001	Stored Data Manipulation
CP-6	Alternate Storage Site	mitigates	T1070.002	Clear Linux or Mac System Logs
CP-7	Alternate Processing Site	mitigates	T1070.008	Clear Mailbox Data
CP-7	Alternate Processing Site	mitigates	T1070.001	Clear Windows Event Logs
CP-7	Alternate Processing Site	mitigates	T1119	Automated Collection
CP-7	Alternate Processing Site	mitigates	T1070	Indicator Removal on Host
CP-7	Alternate Processing Site	mitigates	T1486	Data Encrypted for Impact
CP-7	Alternate Processing Site	mitigates	T1490	Inhibit System Recovery
CP-7	Alternate Processing Site	mitigates	T1491	Defacement
CP-7	Alternate Processing Site	mitigates	T1491.001	Internal Defacement
CP-7	Alternate Processing Site	mitigates	T1491.002	External Defacement
CP-7	Alternate Processing Site	mitigates	T1565	Data Manipulation
CP-7	Alternate Processing Site	mitigates	T1565.001	Stored Data Manipulation
CP-7	Alternate Processing Site	mitigates	T1070.002	Clear Linux or Mac System Logs
CP-7	Alternate Processing Site	mitigates	T1485	Data Destruction
CP-7	Alternate Processing Site	mitigates	T1561	Disk Wipe
CP-7	Alternate Processing Site	mitigates	T1561.001	Disk Content Wipe
CP-7	Alternate Processing Site	mitigates	T1561.002	Disk Structure Wipe
CP-9	Information System Backup	mitigates	T1070.008	Clear Mailbox Data
CP-9	Information System Backup	mitigates	T1070.001	Clear Windows Event Logs
CP-9	Information System Backup	mitigates	T1003.003	NTDS
CP-9	Information System Backup	mitigates	T1005	Data from Local System
CP-9	Information System Backup	mitigates	T1119	Automated Collection
CP-9	Information System Backup	mitigates	T1070	Indicator Removal on Host
CP-9	Information System Backup	mitigates	T1486	Data Encrypted for Impact
CP-9	Information System Backup	mitigates	T1490	Inhibit System Recovery
CP-9	Information System Backup	mitigates	T1491	Defacement
CP-9	Information System Backup	mitigates	T1491.001	Internal Defacement
CP-9	Information System Backup	mitigates	T1491.002	External Defacement
CP-9	Information System Backup	mitigates	T1565	Data Manipulation
CP-9	Information System Backup	mitigates	T1565.001	Stored Data Manipulation
CP-9	Information System Backup	mitigates	T1565.003	Runtime Data Manipulation
CP-9	Information System Backup	mitigates	T1003	OS Credential Dumping
CP-9	Information System Backup	mitigates	T1025	Data from Removable Media
CP-9	Information System Backup	mitigates	T1070.002	Clear Linux or Mac System Logs
CP-9	Information System Backup	mitigates	T1485	Data Destruction
CP-9	Information System Backup	mitigates	T1561	Disk Wipe
CP-9	Information System Backup	mitigates	T1561.001	Disk Content Wipe
CP-9	Information System Backup	mitigates	T1561.002	Disk Structure Wipe
IA-11	Re-authentication	mitigates	T1556.006	Multi-Factor Authentication
IA-11	Re-authentication	mitigates	T1556.007	Hybrid Identity
IA-11	Re-Authentication	mitigates	T1110.001	Password Guessing
IA-11	Re-Authentication	mitigates	T1110.002	Password Cracking
IA-11	Re-Authentication	mitigates	T1110	Brute Force
IA-11	Re-Authentication	mitigates	T1110.003	Password Spraying
IA-11	Re-Authentication	mitigates	T1110.004	Credential Stuffing
IA-2	Identification and Authentication (Organizational Users)	mitigates	T1556.006	Multi-Factor Authentication
IA-2	Identification and Authentication (Organizational Users)	mitigates	T1556.007	Hybrid Identity
IA-2	Identification And Authentication (Organizational Users)	mitigates	T1585.003	Cloud Accounts
IA-2	Identification And Authentication (Organizational Users)	mitigates	T1586.003	Cloud Accounts
IA-2	Identification and Authentication (Organizational Users) 	mitigates	T1621	Multi-Factor Authentication Request Generation
IA-2	Identification and Authentication (Organizational Users) 	mitigates	T1649	Steal or Forge Authentication Certificates
IA-2	Identification and Authentication (organizational Users)	mitigates	T1648	Serverless Execution
IA-2	Identification And Authentication (Organizational Users)	mitigates	T1098.004	SSH Authorized Keys
IA-2	Identification And Authentication (Organizational Users)	mitigates	T1552.007	Container API
IA-2	Identification And Authentication (Organizational Users)	mitigates	T1556	Modify Authentication Process
IA-2	Identification And Authentication (Organizational Users)	mitigates	T1543.001	Launch Agent
IA-2	Identification And Authentication (Organizational Users)	mitigates	T1562	Impair Defenses
IA-2	Identification And Authentication (Organizational Users)	mitigates	T1574	Hijack Execution Flow
IA-2	Identification And Authentication (Organizational Users)	mitigates	T1610	Deploy Container
IA-2	Identification And Authentication (Organizational Users)	mitigates	T1055	Process Injection
IA-2	Identification And Authentication (Organizational Users)	mitigates	T1133	External Remote Services
IA-2	Identification And Authentication (Organizational Users)	mitigates	T1059	Command and Scripting Interpreter
IA-2	Identification And Authentication (Organizational Users)	mitigates	T1537	Transfer Data to Cloud Account
IA-2	Identification And Authentication (Organizational Users)	mitigates	T1003.001	LSASS Memory
IA-2	Identification And Authentication (Organizational Users)	mitigates	T1003.002	Security Account Manager
IA-2	Identification And Authentication (Organizational Users)	mitigates	T1003.003	NTDS
IA-2	Identification And Authentication (Organizational Users)	mitigates	T1040	Network Sniffing
IA-2	Identification And Authentication (Organizational Users)	mitigates	T1078	Valid Accounts
IA-2	Identification And Authentication (Organizational Users)	mitigates	T1110.001	Password Guessing
IA-2	Identification And Authentication (Organizational Users)	mitigates	T1110.002	Password Cracking
IA-2	Identification And Authentication (Organizational Users)	mitigates	T1111	Two-Factor Authentication Interception
IA-2	Identification And Authentication (Organizational Users)	mitigates	T1218	Signed Binary Proxy Execution
